dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-ablated,astrocyte,0.886578631452581,0.888756,0.62,1.0,0.62,0.94,0.9577110211256553,28.630279731750488,28.78561019897461,5.411677455902099,198.77821655273436,3914.8,9.811571
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-ablated,astrocyte,0.8195438175270108,0.77374214,0.38,1.0,0.38,0.92,0.7563955768175045,28.685035133361815,29.996375274658202,6.39547061920166,423.0537170410156,4598.9185,17.1166
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-ablated,GABAergic neuron,0.8808163265306123,0.9133738,0.42,1.0,0.42,0.98,0.9226386257654579,34.790991592407224,42.118647766113284,7.494210433959961,240.41156921386718,1649.5942,7.2751865
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-ablated,GABAergic neuron,0.6481152460984393,0.7714274,0.28,1.0,0.28,0.94,0.8086560364464692,33.83948936462402,40.700030136108396,7.513448333740234,422.2839385986328,1664.6897,12.324944
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-ablated,endothelial cell,0.8266506602641056,0.8804224,0.6,1.0,0.6,0.96,0.9353816540045533,28.08115177154541,28.872224426269533,5.0894499778747555,106.55400695800782,3563.7559,26.563034
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-ablated,endothelial cell,0.7982232893157264,0.99396193,0.14,0.8571428571428571,0.12,0.54,0.9648164851921054,28.967685508728028,29.61138000488281,6.7405250549316404,219.1951171875,5100.3276,275.55673
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-graph,glutamatergic neuron,0.8927250900360143,0.96981406,0.58,1.0,0.58,1.0,0.7216294177276021,39.9774284362793,45.7966064453125,8.683089542388917,371.1890411376953,12483.191,5.6779613
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-graph,glutamatergic neuron,0.5261464585834333,0.82634854,0.42,1.0,0.42,0.98,0.4450840102243681,43.88830299377442,50.17308044433594,10.08729429244995,593.7550964355469,15478.336,4.961581
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-graph,oligodendrocyte,0.5875150060024009,0.585386,0.58,1.0,0.58,0.84,0.6720330317247141,30.873113441467286,32.45273284912109,7.258450126647949,341.0317749023437,6984.399,85.08525
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-graph,oligodendrocyte,0.4011044417767107,0.735728,0.48,1.0,0.48,0.92,0.8295735908881058,32.98032836914062,33.587622451782224,6.987252712249756,206.732275390625,7689.066,9.175164
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-graph,astrocyte,0.8810084033613444,0.9103798,0.7,1.0,0.7,0.98,0.9677810214395581,33.71728324890137,33.845302200317384,7.055959987640381,243.6967742919922,3889.9146,6.659381
